,id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
8673,150491,"Perelada, Torres Galatea Reserva",Perelada Castillo de Perelada,Spain,EmpordaAmporda,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,70000,2015,750
8674,150492,Luis Felipe Edwards LFE 900 Single Vineyards,Luis Felipe Edwards,Chile,Rapel Valley,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,100000,2011,750
8676,150494,"Luis Felipe Edwards, Family Selection Carmenere Gran Reserva",Luis Felipe Edwards,Chile,Rapel Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2010,750
8677,150495,"Luis Felipe Edwards, Family Selection Merlot Gran Reserva",Luis Felipe Edwards,Chile,Rapel Valley,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,55000,2010,750
8678,150496,"Luis Felipe Edwards, Family Selection Malbec Gran Reserva",Luis Felipe Edwards,Chile,Rapel Valley,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,55000,2010,750
8681,150499,Luis Felipe Edwards Merlot Reserva,Luis Felipe Edwards,Chile,Rapel Valley,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,45000,2015,750
8682,150500,Luis Felipe Edwards Carmenere Reserva,Luis Felipe Edwards,Chile,Rapel Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,45000,2011,750
8683,150501,Luis Felipe Edwards Malbec Reserva,Luis Felipe Edwards,Chile,Rapel Valley,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,45000,2015,750
8686,150504,Luis Felipe Edwards Merlot,Luis Felipe Edwards,Chile,Central Valley,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2018,750
8687,150505,Luis Felipe Edwards Carmenere,Luis Felipe Edwards,Chile,Central Valley,Carmenere,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2017,750
8688,150506,Luis Felipe Edwards Shiraz,Luis Felipe Edwards,Chile,Central Valley,Syrah & Shiraz,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2018,750
8691,150509,"Chateau de Calviers, Espiritu Santo ",Chateau de Calviers,France,,Grenache,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,180000,2007,750
8692,150510,"Chateau de Calvieres, Maligno",Chateau de Calviers,France,Southern France,Syrah & Shiraz,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,70000,2010,750
8695,150514,Pago de Cirsus Seleccion de Familia,Pago de Cirsus,Spain,Navarra,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,114000,2013,750
8698,150518,"Cousino Macul, Antiguas Reserva Merlot",Cousino Macul,Chile,Maipo Valley,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,2013,750
8701,150521,"Cousino Macul, Don Matias Reserva Merlot ",Cousino Macul,Chile,Maipo Valley,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2014,750
8702,150522,"Cousino Macul, Don Matias Reserva Syrah",Cousino Macul,Chile,Maipo Valley,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2014,750
8704,150524,"Cousino Macul, Carmenere",Cousino Macul,Chile,Maipo Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2015,750
8706,150527,"Carpineto, Vino Nobile di Montepulciano Reserva",Carpineto,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,140000,2015,750
8707,150528,"Carpineto, Chianti Classico",Carpineto,Italy,Toscana,Sangiovese,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2018,750
8709,150532,"Bastianich, Vespa Rosso",Bastianich,Italy,Friuli Venezia Giulia,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,140000,2008,750
8711,150534,"Bastianich, La Mozza I Perazzi",Bastianich,Italy,Toscana,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,60000,2011,750
8712,150535,"Bastianich, La Mozza Aragone",Bastianich,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,130000,2009,750
8714,150537,"Ventisquero, Clasico Syrah  ",Ventisquero,Chile,Central Valley,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,22000,2017,750
8718,150541,"Ventisquero, Yelcho Reserva Especial Carmenere",Ventisquero,Chile,Rapel Valley,Carmenere,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2017,750
8721,150544,"Ventisquero, Queulat Single Vinyard Merlot",Ventisquero,Chile,Maipo Valley,Merlot,Red,Table,14.4,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
8722,150545,"Ventisquero, Queulat Single Vinyard Syrah",Ventisquero,Chile,Maipo Valley,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2015,750
8723,150546,"Ventisquero, Queulat Single Vinyard Carmenere",Ventisquero,Chile,Maipo Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2009,750
8726,150549,"Ventisquero, Grey Merlot",Ventisquero,Chile,Rapel Valley,Merlot,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2015,750
8728,150551,"Ventisquero, Grey Carmenere",Ventisquero,Chile,Maipo Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2015,750
8729,150552,"Ventisquero, Grey Syrah",Ventisquero,Chile,Rapel Valley,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2015,750
8730,150554,"Martellotto, GSM",Martellotto,USA,California,Grenache,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
8731,150555,"Martellotto, M Pinot Noir",Martellotto,USA,Oregon,Pinot Noir,Red,Table,13.2,14~16,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2009,750
8734,150558,Les Coteaux Du Pic Cepage Nature Merlot,Les Coteaux Du Pic,France,,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,30000,2009,750
8736,150560,"Quasar, Q Limited Edition Syrah",Quasar Wines,Chile,Curico Valley,Syrah & Shiraz,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,96000,2011,750
8738,150562,Dinastia Vivanco Crianza,Dinastia Vivanco,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
8739,150563,"Dinastia Vivanco, Coleccion 4 Varietales",Dinastia Vivanco,Spain,Rioja,Tempranillo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
8741,150565,"El Coto, Crianza",El Coto De Rioja,Spain,Rioja,Tempranillo,Red,Table,13,15~17,SWEET2,ACIDITY3,BODY4,TANNIN3,38000,2015,750
8742,150566,Coto de Imaz Reserva,El Coto De Rioja,Spain,Rioja,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
8743,150567,Coto de Imaz Gran Reserva,El Coto De Rioja,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,81000,2012,750
8744,150568,Coto Real Reserva,El Coto De Rioja,Spain,Rioja,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2005,750
8748,150575,"Bleasdale, Shiraz, Cabernet Sauvignon, Malbec",Bleasdale,Australia,South Australia,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
8749,150578,"Duemani, Altrovino",Duemani,Italy,Toscana,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
8756,150588,"Inama, Carmenere Piu",Inama,Italy,Veneto,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2008,750
8757,150589,"Sportoletti, Assisi Rosso",Sportoletti,Italy,Umbria,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,48000,2015,750
8768,150604,Chono Reserva Syrah,GEO Wines,Chile,Maipo Valley,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,2009,750
8769,150605,"Farmer's Leap, Random Shot Shiraz Cabernet Sauvignon",Farmers Leap Farmers Leap,Australia,South Australia,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,44000,2008,750
8771,150608,"Ondarre, Reserva",Bodegas Ondarre,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
8774,150611,Callaway Merlot,Callaway  Vineyard  Winery,USA,California,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2016,750
8776,150613,"Val do Rei, Semi Sweet Red",Val do Rei,Spain,,Tempranillo,Red,Dessert,10~11,12~15,SWEET3,ACIDITY1,BODY3,TANNIN2,0,2000,750
8778,150615,"Trivento, Golden Reserve Syrah",Trivento Bodegas y Vinedos,Argentina,Mendoza,Syrah & Shiraz,Red,Table,13.5~14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2013,750
8780,150617,"Loring, Pinot Noir",Loring,USA,California,Pinot Noir,Red,Table,14.7,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2005,750
8781,150618,"The Prisone Wine Company, The Prisoner",The Prisoner Wine Company,USA,California,Zinfandel,Red,Table,15.2,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,160000,2011,750
8782,150619,"Fort Ross, Pinot Noir  ",Fort Ross,USA,California,Pinot Noir,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
8786,150625,"Yealands, Way Pinot Noir",Yealands,New Zealand,South Island,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,52000,2010,750
8788,150627,"Yealands, Marlborough Pinot Noir",Yealands,New Zealand,South Island,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,62000,2010,750
8789,150628,Caracol Serrano,Casa de La Ermita,Spain,Jumilla,Monastrell,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
8791,150631,Royal Saint Emilion,Royal Saint Emilion,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
8792,150632,Chaski,Perez Cruz,Chile,Maipo Valley,Petit Verdot,Red,Table,14.2,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
8794,150636,"Domaine Bruno Clair, Gevrey Chambertin",Domaine Bruno Clair,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY5,BODY3,TANNIN2,0,2016,750
8795,150637,"Domaine Bruno Clair, Chambolle Musigny Les Veroilles",Domaine Bruno Clair,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
8796,150638,"Domaine Bruno Clair, Vosne Romanee Les Champs Perdrix",Domaine Bruno Clair,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
8797,150639,"Domain Albert Morot, Savigny les Beaune1er cru La Bataillere aux Vergelesses Monopole",Domain Albert Morot,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2001,750
8798,150640,"Domain Albert Morot, Beaune 1er cru Bressandes",Domain Albert Morot,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2013,750
8799,150641,"Domain Albert Morot, Beaune 1er Teurons ",Domain Albert Morot,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2009,750
8800,150642,"Domain Albert Morot, Beaune 1er cru Les Toussaints",Domain Albert Morot,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2010,750
8801,150643,"Domain Albert Morot, Beaune 1er Cru 'Cent Vignes'",Domain Albert Morot,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
8804,150647,"Marchesi di Barolo, Barolo",Marchesi di Barolo,Italy,Piemonte,Nebbiolo,Red,Table,14~15,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2012,750
8805,150648,"Marchesi di Barolo, Barbaresco",Marchesi di Barolo,Italy,Piemonte,Nebbiolo,Red,Table,14~15,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2014,750
8808,150654,"Bollini, Merlot ",Empson Neil  Maria Empson,Italy,TrentinoAlto Adige,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
8809,150655,"Bollini, Pinot Noir Riserva",Empson Neil  Maria Empson,Italy,TrentinoAlto Adige,Pinot Noir,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,0,2013,750
8811,150658,"Gaia, Langhe Rosso ",Gaia,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
8812,150659,"Cantina Colli Euganei, Notte di Galileo Riserva ",Cantina Colli Euganei,Italy,Veneto,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN1,100000,2016,750
8814,150661,Marques de Somera Gran Reserva,Covinas,Spain,Carinena,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
8816,150663,"Tutunjian, Pacifico Sur Carmenere Reserva",Tutunjian Estate Vineyards,Chile,Curico Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2010,750
8818,150665,"Tutunjian, Pacifico Sur Pinot Noir Reserva ",Tutunjian Estate Vineyards,Chile,Curico Valley,Pinot Noir,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2010,750
8820,150667,"Cantina Tre Serre, La Passione Barbera ",Cantina Tre Serre,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
8821,150668,"Cantina Tre Serre, In Viaggio Barbera",Cantina Tre Serre,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,0,750
8823,150670,Chateau Haut Bazignan,Chateau Haut Bazignan,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
8825,150672,Chateau Haut Musset Marquis du Tertre,Chateau Haut Musset Marquis du Tertre,France,Bordeaux,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
8827,150674,"Pianirossi, Sidus",Pianirossi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,45000,2011,750
8828,150675,"Alvaro Palacios, Camins del Priorat",Bodega Palacios Remondo,Spain,Catalunya,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,66000,2019,750
8832,150679,Apothic Red,Apothic Wines,USA,California,Syrah & Shiraz,Red,Table,12.5~13.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2015,750
8835,150682,Nudo Syrah,Spanish Wine Group,Spain,Jumilla,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,22000,2009,750
8836,150683,Desert Wind Barbera,Desert Wind Winery,USA,Washington State,Barbera,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,110000,2008,750
8838,150685,Coastal Ridge Pinot Noir,Coastal Ridge,USA,California,Pinot Noir,Red,Table,12.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,40000,2010,750
8840,150687,"Renzo Masi, Chianti Rufina Basciano  ",Renzo Masi,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,0,2016,750
8841,150688,"Renzo Masi, Fattoria di Basciano Rosso di Toscana",Renzo Masi,Italy,Toscana,Sangiovese,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
8842,150689,"Domaine Daniel Rion & Fils, Vosne Romanee 1er Cru 'Les Beaux-Monts'",Daniel Rion Domaine Daniel Rion  Fils,France,Bourgogne,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
8847,150694,799-805 Merlot Napa Valley,Dokdo Winery,USA,California,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,200000,2008,750
8849,150696,799-805 Pinot Noir Rusian River Valley,Dokdo Winery,USA,California,Pinot Noir,Red,Table,12.8,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,300000,2010,750
8850,150697,Luis Felipe Edwards LFE 900 Malbec,Luis Felipe Edwards,Chile,Rapel Valley,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,180000,2012,750
8852,150699,"Renzo Masi, Fattoria di Basciano Sangiovese Toscana",Renzo Masi,Italy,Toscana,Sangiovese,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
8853,150700,"Renzo Masi, Chianti",Renzo Masi,Italy,Toscana,Sangiovese,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
8854,150701,"Renzo Masi, Fattoria di Basciano Chianti Riserva",Renzo Masi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
8856,150703,Finest Vin de Pays D'OC Malbec,Tesco Finest,France,Southern France,Malbec,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,21000,2012,750
8864,150711,Marques de Casa Concha Merlot,Concha y Toro,Chile,Maule Valley,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,70000,2014,750
8872,150721,"Sgarzi, Rosso Amabile",Sgarzi Cantine Sgarzi Luigi,Italy,Puglia,Sangiovese,Red,Table,9~10,15~17,SWEET1,ACIDITY3,BODY2,TANNIN3,0,0,750
8873,150722,"Anakena, Ona Syrah",Anakena,Chile,Rapel Valley,Syrah & Shiraz,Red,Table,14.1,16~17,SWEET1,ACIDITY4,BODY4,TANNIN4,90000,2012,750
8874,150723,"Anakena, Enco Reserve  Merlot",Anakena,Chile,Central Valley,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2012,750
8875,150724,"Anakena, Enco Reserve Carmenere",Anakena,Chile,Central Valley,Carmenere,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2011,750
8877,150726,"Anakena, Carmenere",Anakena,Chile,Rapel Valley,Carmenere,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2012,750
8878,150727,"Boschendal, The Pavilion Shiraz Cabernet Sauvignon",Boschendal,the Republic of South Africa,Western Cape,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2009,750
8880,150729,"Boschendal, 1685 Shiraz Cabernet Sauvignon",Boschendal,the Republic of South Africa,Coastal Region,Syrah & Shiraz,Red,Table,14.4,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2009,750
8882,150731,"Boschendal, Reserve Shiraz",Boschendal,the Republic of South Africa,Coastal Region,Syrah & Shiraz,Red,Table,14.4,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2009,750
8883,150732,"La Massa, Giorgio Primo",La Massa,Italy,Toscana,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,300000,2012,750
8888,150740,Stimson Merlot,Ste Michelle Wine Estates,USA,Washington State,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2017,750
8890,150745,"Flowers, Pinot Noir ",Flowers Vineyard  Winery,USA,California,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,170000,2013,750
8906,150763,"Hudson, Syrah Napa Valle",Hudson Ranch Vineyard,USA,California,Syrah & Shiraz,Red,Table,14.9,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,350000,2009,750
8910,150767,"Beringer, Napa Valley Merlot",Beringer Vineyards,USA,California,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2018,750
8911,150768,"Beringer, Napa Valley Pinot Noir",Beringer Vineyards,USA,California,Pinot Noir,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,130000,2009,750
8920,150779,"Domaine Clavel, Bonne Pioche",Domaine Clavel,France,Southern France,Syrah & Shiraz,Red,Table,14,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,50000,2011,750
8921,150780,Chateau Clou du Pin,Chateau Clou du Pin,France,Bordeaux,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2010,750
8922,150781,"Chateau Milon, Clos de la Cure ",Chateau Milon,France,Bordeaux,Merlot,Red,Table,15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,1500
8931,150792,"Posada Del Rey, Tinto",SL Cexvi SL,Spain,Rioja,Tempranillo,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,0,0,750
8932,150793,"Posada Del Rey, Tinto Dulce",SL Cexvi SL,Spain,Rioja,Tempranillo,Red,"Table, Dessert",11,12~14,SWEET4,ACIDITY1,BODY4,TANNIN2,0,2014,750
8934,150801,"Montecastro, Alconte",Montecastro,Spain,Ribera del Duero,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
8937,150806,Argentiera Giorgio,Argentiera Tenuta Argentiera Poggio Argentiera,Italy,Toscana,Merlot,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,0,2012,750
8938,150807,"Pascual Toso, Single Vineyard ",Pascual Toso,Argentina,Mendoza,Malbec,Red,Table,14.3,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2012,750
8939,150808,"Calvet, Cotes du Rhone",Calvet,France,Rhone,Syrah & Shiraz,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2016,750
8940,150809,"Calvet, Chateauneuf-du-Pape",Calvet,France,Rhone,Grenache,Red,Table,14~15,17~19,SWEET1,ACIDITY4,BODY5,TANNIN4,100000,2017,750
8942,150811,"Louis M. Martini, Gnarly Vine Zinfandel",Louis M Martini,USA,California,Zinfandel,Red,Table,12.5~13.5,16~18,SWEET2,ACIDITY2,BODY5,TANNIN3,0,2013,750
8944,150813,Chateau Poitevin,Chateau Poitevin,France,Bordeaux,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
8945,150814,Lamothe Pontac,Chateau Poitevin,France,Bordeaux,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
8953,150840,Villaseca Del Mar,SL Cexvi SL,Spain,,Tempranillo,Red,Table,11,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,0,2009,750
8954,150841,Puerto Madero Semi Sweet,SL Cexvi SL,Spain,,Tempranillo,Red,"Table, Dessert",11,14~16,SWEET3,ACIDITY1,BODY3,TANNIN2,0,0,750
8955,150842,"Braida, La Monella",Braida Giacomo Bologna Braida,Italy,Piemonte,Barbera,Red,Table,14.5,13~15,SWEET1,ACIDITY4,BODY3,TANNIN2,85000,2017,750
8958,150845,Chateau Haut Lartigues,Chateau Haut LartiguesSlaur,France,Bordeaux,Merlot,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
8959,150846,Baron Brassonnier,Sarl Eurovins,France,Southwest France,Merlot,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2012,750
8960,150847,Chevalier Fondaudege,Sarl Eurovins,France,Southwest France,Merlot,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
8961,150848,Chateau Bellevue Cuvee Clos Bellevue,Chateau Bellevue,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,41000,2008,750
8963,150850,Annika 59 Red,Wente Vineyards,USA,California,Syrah & Shiraz,Red,Table,14.3,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,0,2009,750
8965,150852,Grand Veneur Reserve,Alain Jaume  Fils,France,Rhone,Grenache,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
8967,150854,Chateau Desclau,Chateau Desclau,France,Bordeaux,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,50000,2012,750
8968,150855,Chateau Jourdan,Chateau Jourdan,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
8970,150857,"Murrieta's, Well Red 'The Spur'",Murrietas Well,USA,California,Petite Sirah,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,140000,2016,750
8972,150859,"Cavatina, Chianti Classico",Cavatina,Italy,Toscana,Sangiovese,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,45000,2015,750
8976,150863,Chianti Colli Fiorentini 'IL CORTILE',Conte Ferdinando Guicciadini,Italy,Toscana,Sangiovese,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,60000,2009,750
8977,150864,Morellino de Scansano  Reserva  'Massi de Mandorlaia',Conte Ferdinando Guicciadini,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2007,750
8978,150865,Castello di Poppiano Syrah,Conte Ferdinando Guicciadini,Italy,Toscana,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2009,750
8980,150867,Ghost Pines Merlot,Louis M Martini,USA,California,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,24900,2015,750
8982,150869,Ghost Pines Zinfandel,Louis M Martini,USA,California,Zinfandel,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,24900,2015,750
8984,150871,"David Stone, Merlot",David Stone,USA,California,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN3,9900,0,750
8986,150873,"David Stone, Pinot Noir",David Stone,USA,California,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,9900,0,750
