,id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
15883,162089,Location F,Locations Wine,France,,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
15884,162090,Location I,Locations Wine,Italy,,Negroamaro,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
15885,162091,Location E,Locations Wine,Spain,,Grenache,Red,Table,,,SWEET1,ACIDITY2,BODY4,TANNIN3,0,0,750
15888,162094,Location CA Red,Locations Wine,USA,California,Petite Sirah,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
15896,162102,Macan Clasico,Macan,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,85000,2013,750
15897,162103,Macan,Macan,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,130000,2013,750
15913,162120,"GD Vajra, Langhe Rosso",GD Vijra,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2014,750
15915,162122,"Gianni Gagliardo, Barolo 'Lazzarito'",Gianni Gagliardo,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,0,2015,750
15916,162123,"Gianni Gagliardo, Madama Barbera d?섲lba",Gianni Gagliardo,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2017,750
15931,162138,"Top Winemakers, 3 Axis Carmenere",Top Winemakers,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,150000,2013,750
15933,162140,"Top Winemakers, 50 Barrels Carmenere",Top Winemakers,Chile,,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,170000,2012,750
15941,162152,"Piccini, Hieron Montepulciano d?섲bruzzo",Piccini,Italy,Abruzzo,Montepulciano,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,12000,2015,750
15957,162168,"Mathis, Uberblend",Mathis Winery,USA,California,Petite Sirah,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN3,160000,2013,750
15979,162191,Extra Libre,Chateau du Cedre,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,51000,2015,750
15980,162192,Chateau du Cedre,Chateau du Cedre,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,51000,2014,750
15981,162193,Le Cedre,Chateau du Cedre,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,102000,2012,750
15982,162194,GC,Chateau du Cedre,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,234000,2011,750
15996,162208,"GD Vajra, Langhe Nebbiolo Clare J.C.",GD Vijra,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,46000,2016,750
16000,162212,"Bruno Giacosa, Barolo Riserva Falleto Vigna Le Rocche",Bruno Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY5,TANNIN4,1100000,2012,750
16001,162213,"Bruno Giacosa, Barolo Falleto Vigna Le Rocche",Bruno Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2013,750
16032,162246,"Batic, Cabernet Franc",Batic,Slovenia,Vipava,Cabernet Franc,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN2,190000,2014,750
16040,162259,Alegria Tinto,Vini Galicia,Spain,,Garnacha,Red,Table,11~12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN3,22000,0,750
16043,162262,Alma Mora Malbec,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2018,750
16045,162264,"Michele Chiarlo, Barbera d'Asti Anniversario",Michele Chiarlo,Italy,Piemonte,Barbera,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2016,750
16053,162272,"Calvet, Cahor Malbec",Calvet,France,Southwest France,Malbec,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,2016,750
16055,162274,"Buena Vista, Reserva Carmenere ",Invina Winry,Chile,Maule Valley,Carmenere,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2017,750
16075,162294,Chilean Tag Reserve L Malbec,Casa Verdi,Chile,Curico Valley,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,0,750
16079,162298,"Turley, Juvenile Zinfandel",Turley Wine Cellars,USA,California,Zinfandel,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,108000,2016,750
16080,162299,"Turley Wine Cellars, Old Vine Zinfandel",Turley Wine Cellars,USA,California,Zinfandel,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,108000,2016,750
16083,162305,Matto duem,MGM Mondo del Vino,Italy,Puglia,Primitivo,Red,Table,14~15,16~18,SWEET2,ACIDITY3,BODY3,TANNIN4,0,2016,750
16088,162312,"Big House, Zinfandel",Big House,USA,California,Zinfandel,Red,Table,13~14,16~18,SWEET2,ACIDITY2,BODY4,TANNIN3,35000,2012,750
16091,162316,LFE 360 Tempranillo,Luis Felipe Edwards,Chile,Rapel Valley,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,120000,2014,750
16092,162317,LFE 360 Grenache,Luis Felipe Edwards,Chile,Rapel Valley,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2014,750
16093,162318,LFE 360 Monastrell,Luis Felipe Edwards,Chile,Rapel Valley,Monastrell,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,120000,2014,750
16094,162319,LFE 360 Cabernet Franc,Luis Felipe Edwards,Chile,Rapel Valley,Cabernet Franc,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,120000,2015,750
16095,162320,LFE 360 Carignan,Luis Felipe Edwards,Chile,Maule Valley,Carignan,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2014,750
16098,162323,"San Marzano, Collezione Cinquanta ",San Marzano Feudi di San Marzano,Italy,Puglia,Primitivo,Red,Table,14~15,16~18,SWEET2,ACIDITY3,BODY5,TANNIN4,0,0,750
16100,162325,Dada 1 Vanilla,Finca Las Moras,Argentina,,Malbec,Red,Table,12.5,16~18,SWEET4,ACIDITY2,BODY3,TANNIN1,26000,0,750
16107,162332,Elio Altare Barolo,Elio Altare,Italy,Piemonte,Nebbiolo,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2014,750
16111,162336,"San Marzano, F Negroamaro",San Marzano Feudi di San Marzano,Italy,Puglia,Negroamaro,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,200000,2015,750
16113,162340,Familia Tinto,Vini Galicia,Spain,,Grenache,Red,Table,11~12,10~12,SWEET2,ACIDITY4,BODY2,TANNIN2,0,0,750
16118,162345,Finca Las Moras Malbec,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,35000,0,750
16119,162346,Mora Negra,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,160000,2014,750
16120,162347,Pedernal Malbec,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,250000,2014,750
16123,162350,"Finca Las Moras, Reserva Malbec",Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,60000,2017,750
16126,162353,Fragustus Vino Tinto,Vini Galicia,Spain,,Grenache,Red,Table,11~12,13~15,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
16144,162371,"Spring Valley Vineyard, Katherine Corkrum Cabernet Franc",Spring Valley Vineyard,USA,Washington State,Cabernet Franc,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,280000,2012,750
16146,162373,"Las Tizas, Gran ReservaCarmenere ",Invina Winry,Chile,Maule Valley,Carmenere,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,25000,2016,750
16154,162381,Mature Reserve Carmenere,Casa Verdi,Chile,Curico Valley,Carmenere,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,70000,2017,750
16159,162387,"Freixenet, Mia Tinto",Freixenet,Spain,Penedes,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15000,2016,750
16175,162403,Paz Malbec,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,85000,2016,750
16185,162413,"Rene Barbier, Robel red",Rene Barbier,Spain,Catalunya,Tempranillo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,9900,2013,375
16195,162423,"San Marzano, Talo Primitivo Di Manduria ",San Marzano Feudi di San Marzano,Italy,Puglia,Primitivo,Red,Table,14~15,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2016,750
16197,162425,"Tenet, GSM ",Tenet,USA,Washington State,Grenache,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,260000,2015,750
16198,162426,"Trapiche, Finca Altamira Limited Edition",Trapiche,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2013,750
16200,162428,"Trapiche, Finca Las Piedras Limited Edition ",Trapiche,Argentina,Mendoza,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,120000,2013,750
16201,162429,"Trapiche, Fond de Cave Gran Reserva Blend",Trapiche,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,90000,2014,750
16203,162431,"Trapiche, Single Vineyard Malbec 'Ambrosia'",Trapiche,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,2012,750
16204,162432,"Trapiche, Single Vineyard Malbec 'Coletto'",Trapiche,Argentina,Mendoza,Malbec,Red,Table,14.5~15.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,2014,750
16206,162434,"VINA COBOS, Bramare Marchiori Vineyard Malbec",Vina Cobos,Argentina,Mendoza,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
16207,162435,"Vina Cobos, Bramare Rebon Malbec",Vina Cobos,Argentina,Mendoza,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2013,750
16208,162436,"San Marzano, Vindoro Primitivo di Manduria ",San Marzano Feudi di San Marzano,Italy,Puglia,Primitivo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
16215,162444,Fantini Collection Rosso,Fantini Group,Italy,Abruzzo,Montepulciano,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,64000,2017,750
16216,162445,"Fantini, Edizione Collection",Fantini Group,Italy,Abruzzo,Montepulciano,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,179000,2015,750
16241,162470,"Berry Bros. & Rudd, Rioja Crianza",Berry Bros  Rudd,Spain,Rioja,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,29900,2014,750
16243,162472,"Berry Bros. & Rudd, Chateauneuf du Pape",Berry Bros  Rudd,France,Rhone,Grenache,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,39900,2015,750
16275,162506,1752 'Seri Long Distance',El Tanino,Spain,Almansa,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
16276,162507,Tripudium Rosso,Carlo Pellegrino,Italy,Sicilia,Nero d'Avola,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,119000,2013,750
16278,162509,Tareni Nero d?섲vola,Carlo Pellegrino,Italy,Sicilia,Nero d'Avola,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2016,750
16284,162515,Viriatus 'Baseball is my game',FM Barrero,Spain,,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,28000,2014,750
16291,162522,"Clos Montblanc, Cu4ro Red",Clos Montblanc,Spain,Catalunya,Monastrell,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,2018,750
16318,162550,"Booker Vineyard, Fulldraw",Booker Vineyard,USA,California,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
16321,162553,"Booker Vineyard, Ripper",Booker Vineyard,USA,California,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
16322,162554,"Booker Vineyard, Jada",Booker Vineyard,USA,California,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
16337,162569,"Top Winemakers ,Top Malbec Chile",Top Winemakers,Chile,,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
16339,162575,"Cavallotto, Barbera d'Alba Superiore 'Vigna del Cuculo' ",Cantina Cavallotto,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,110000,2018,750
16340,162576,"Cavallotto, Barolo Bricco Boschis",Cantina Cavallotto,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,265000,2016,750
16341,162577,"Cavallotto, Barolo Riserva Bricco Boschis Vigna San Giuseppe",Cantina Cavallotto,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,330000,2013,750
16342,162578,"Cavallotto, Langhe Nebbiolo",Cantina Cavallotto,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,108000,2018,750
16348,162584,"Navarro Correas, Gran Los Arboles Malbec",Bodega Navarro Correas,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,36000,2017,750
16351,162587,"Navarro Correas, Reserva Malbec",Bodega Navarro Correas,Argentina,Mendoza,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2017,750
16355,162591,"Bruno Giacosa, Nebbiolo d?섲lba",Bruno Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,110000,2018,750
16387,162623,"La Spinetta, Barolo Garretti",La Spinetta,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN5,200000,2016,750
16400,162636,"Luccarelli, il Bacca Primitivo Primitivodi di Manduria ",Fantini Group,Italy,Puglia,Primitivo,Red,Table,14,16~18,SWEET1,ACIDITY2,BODY5,TANNIN3,163000,2016,750
16414,162650,"Odfjell, Orzada Carignan",Odfjell Vineyards,Chile,Maule Valley,Carignan,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,74000,2016,750
16416,162652,"Carlo Sani, Nero di Troia",Carlo Sani,Italy,Puglia,Nero di Troia,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
16418,162654,Whynot Negroamaro Zinfandel,Carlo Sani,Italy,Puglia,Negroamaro,Red,Table,15~16,16~18,SWEET1,ACIDITY2,BODY5,TANNIN3,0,2015,750
16419,162655,Whynot Nero d'Avola Syrah Reserva,Carlo Sani,Italy,Puglia,Nero d'Avola,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2013,750
16420,162656,"Carlot Sani, Negroamaro Passito",Carlo Sani,Italy,Puglia,Negroamaro,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
16421,162657,"Carlot Sani, Primitivo di Manduria",Carlo Sani,Italy,Puglia,Primitivo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
16422,162658,"Carlot Sani, Primitivo di Manduria Riserva",Carlo Sani,Italy,Puglia,Primitivo,Red,Table,15~16,16~18,SWEET1,ACIDITY2,BODY5,TANNIN3,70000,2015,750
16436,162672,"Precision, Hilt & Blade Zinfandel",Precision Wine,USA,California,Zinfandel,Red,Table,14~15,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,70000,2015,750
16443,162679,"Lange Twins, Old Vine Zinfandel",Lange Twins,USA,California,Zinfandel,Red,Table,15,16~18,SWEET2,ACIDITY3,BODY4,TANNIN3,56000,2016,750
16449,162685,Chevaliers du Chateau Lagrezette,Chateau Lagrezette,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,62000,2018,750
16450,162686,Purple Original Malbec,Chateau Lagrezette,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN5,31000,2016,750
16451,162687,"Velenosi, Circum Montepulciano d?섲bruzzo",Velenosi,Italy,Abruzzo,Montepulciano,Red,Table,13.5,13~16,SWEET1,ACIDITY4,BODY1,TANNIN1,0,2016,750
16452,162688,Roma Rosso,Poggio Le Volpi,Italy,Lazio,Montepulciano,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,110000,2017,750
16453,162689,Roma Edizione Limitata,Poggio Le Volpi,Italy,Lazio,Montepulciano,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2014,750
16455,162696,"MORANDE, Adventure Mediterraneo",Vina Morande,Chile,Maule Valley,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2013,750
16457,162698,"Rivetto, Langhe Nebbiolo",Rivetto,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,105000,2019,750
16471,162713,Columbia Crest Grand Estate Limited Release Gold,Columbia Crest,USA,California,Cabernet Franc,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
16479,162721,"Two Hands, Aerope",Two Hands Wines,Australia,South Australia,Grenache,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,280000,2016,750
16497,162740,"Piattelli, Malbec Premium Reserve",Piattelli,Argentina,Mendoza,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,64000,2017,750
16498,162741,"Piattelli, Malbec Grand Reserve Cafayate",Piattelli,Argentina,Salta,Malbec,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,0,750
16499,162742,"Piattelli, Malbec Grand Reserve Mendoza",Piattelli,Argentina,Mendoza,Malbec,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,0,750
16501,162744,"Piattelli, Alto Molino Malbec",Piattelli,Argentina,Mendoza,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,42000,0,750
16514,162757,"Joel Gott, Zinfandel",Joel Gott Wines,USA,California,Zinfandel,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,76000,2015,750
16520,162763,"Bogle, Essential Red",Bogle Vineyards,USA,California,Zinfandel,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,102000,2017,750
16521,162764,"Bogle, phantom",Bogle Vineyards,USA,California,Petite Sirah,Red,Table,14~15,15~17,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2014,750
16530,162773,"Federico Paternina, Crianza",Federico Paternina,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,17800,2015,750
16531,162774,"Federico Paternina, Reserva",Federico Paternina,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,24800,2013,750
16532,162775,"Federico Paternina, Gran Reserva",Federico Paternina,Spain,Rioja,Tempranillo,Red,Table,13.5,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,40000,2008,750
16547,162790,"Tarapaca, Reserva Carmenere",Vina Tarapaca,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,39000,2017,750
16564,162810,"Cantina Diomede, Canace Nero di Troia",Cantina Diomede,Italy,Puglia,Nero di Troia,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,124000,2014,750
16565,162811,"Vigneti del Vulture, Tuffarello Nero di Troia",Vigneti del Vulture,Italy,Puglia,Nero di Troia,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,72000,2016,750
16567,162813,Espelt Coma bruna,Espelt,Spain,EmpordaAmporda,Carignan,Red,Table,15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,130000,2015,750
16593,162839,Castano Ecologico Barrica,Bodegas Castano,Spain,Yecla,Monastrell,Red,Table,,,SWEET1,ACIDITY2,BODY3,TANNIN3,42000,2018,750
16605,162851,"Domaine Mee Godard, Cote du Py",Domaine Mee Godard,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2017,750
16610,162856,Luis Canas Seleccion de la Familia,Bodegas Luis Canas,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,66000,2010,750
16614,162860,"Domaine Mee Godard, Grand Cras",Domaine Mee Godard,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
16628,162874,Vignalina Barbera d?섲sti Superiore,Tenuta Santa Caterina,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,73000,2014,750
16655,162903,"Tenuta di Trinoro, Campo di Tenaglia",Tenuta di Trinoro,Italy,Toscana,Cabernet Franc,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2016,750
16656,162904,"Tenuta di Trinoro, Campo di Camagi",Tenuta di Trinoro,Italy,Toscana,Cabernet Franc,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2016,750
16676,162939,"La Patareina, Barolo",Cascina la Patareina Piemonte,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN4,0,2013,750
16677,162940,"Cascina la Patareina- Piemonte, La Patareina Barbaresco",Cascina la Patareina Piemonte,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN4,0,2015,750
16678,162941,"La Patareina, Langhe Nebbiolo",Cascina la Patareina Piemonte,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2016,750
16679,162942,"La Patareina, Nizza Le Reis",Cascina la Patareina Piemonte,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2015,750
16680,162943,"La Patareina, Barbera d'Asti Superiore",Cascina la Patareina Piemonte,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,0,750
16681,162944,"La Patareina, Barbera d'Asti Brusarive",Cascina la Patareina Piemonte,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
16691,162954,"Azienda Agricola Tenuta Secolo IX, Montepulciano d'Abruzzo",IX Azienda Agricola Tenuta Secolo IX,Italy,Abruzzo,Montepulciano,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
16698,162962,"Vignano Fanucci, Matrio",Vignano Fanucci,Italy,Toscana,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
16700,162964,"Cantine Vinci, Calavianca Rosso T.S.",Cantine Vinci,Italy,Sicilia,Nero d'Avola,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
16701,162965,"Cantine Vinci, Origine T.S.",Cantine Vinci,Italy,Sicilia,Nero d'Avola,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
16721,162987,"Camparo, Barbera d'Alba Superiore",Azienda Agricola Camparo,Italy,Piemonte,Barbera,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,98000,2016,750
16723,162989,"Camparo, Boiolo Barolo",Azienda Agricola Camparo,Italy,Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,190000,2015,750
16725,162991,"Mocavero, Negroamaro Salento",Mocavero,Italy,Puglia,Negroamaro,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
16726,162992,"Mocavero, Primitivo Salento",Mocavero,Italy,Puglia,Primitivo,Red,Table,,,SWEET2,ACIDITY2,BODY5,TANNIN3,0,2017,750
16727,162993,"Podere 29, Primitivo",29 Podere 29,Italy,Puglia,Primitivo,Red,Table,,,SWEET2,ACIDITY2,BODY5,TANNIN3,0,2015,750
16728,162994,"Podere 29, Nero di Troia Primitivo",29 Podere 29,Italy,Puglia,Nero di Troia,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2017,750
16730,162996,"Podere 29, Nero di Troia",29 Podere 29,Italy,Puglia,Nero di Troia,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
16744,163011,"Panzanello, Vinidea",Panzanello,Italy,Toscana,Petit Verdot,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
16763,163036,"Batasiolo, Barbaresco",Batasiolo Beni di Batasiolo,Italy,Piemonte,Nebbiolo,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,163000,2015,750
16764,163037,"Batasiolo, Barolo",Batasiolo Beni di Batasiolo,Italy,Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,163000,2014,750
16768,163041,"Betz Family, Besoleil",Betz Family Winery,USA,Washington State,Grenache,Red,Table,14.1,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2016,750
16771,163044,"Powers, Spectrum",Powers Winery,USA,Washington State,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
16815,163089,"Rosemount, Meal Matcher Red Blend",Rosemount,Australia,South Australia,Grenache,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38000,2016,750
16822,163096,"Geyser Peak, California Zintandel",Geyser Peak,USA,California,Zinfandel,Red,Table,13.5,17~19,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2012,750
16856,163130,Lumeggio di Rosso Montepulciano d'Abruzzo,Illuminati,Italy,Abruzzo,Montepulciano,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2017,750
16869,163143,Rutas Del ARTE,Valdeorite,Spain,Extremandura,Tempranillo,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
16870,163144,Lar De Barros,Valdeorite,Spain,Ribera del Guadiana,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
